CODIGO,QUANTIDADE,DATA,TP_VACINA,DS_FABRICANTE
430590,315,2021-05-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430590,324,2022-01-20,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430590,330,2021-09-22,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430590,342,2022-01-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430590,360,2021-12-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430590,360,2022-01-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430590,385,2021-07-16,AstraZeneca,FUNDACAO OSWALDO CRUZ
430590,430,2021-07-01,AstraZeneca,FUNDACAO OSWALDO CRUZ
430590,460,2021-04-02,CoronaVac,FUNDACAO BUTANTAN
430593,-40,2021-07-01,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,-30,2021-05-28,CoronaVac,FUNDACAO BUTANTAN
430593,-12,2021-09-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,-10,2021-09-01,CoronaVac,INSTITUTO BUTANTAN
430593,0,2021-09-10,CoronaVac,FUNDACAO BUTANTAN
430593,5,2021-04-02,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,5,2021-09-24,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,5,2021-09-27,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,5,2022-01-17,Janssen,JANSSEN PHARMACEUTICA NV
430593,5,2022-03-08,Janssen,JANSSEN PHARMACEUTICA NV
430593,5,2022-04-12,Janssen,JANSSEN PHARMACEUTICA NV
430593,6,2021-05-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,6,2021-06-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,6,2021-07-21,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,6,2021-08-16,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,6,2021-09-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,6,2022-02-23,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,6,2022-04-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,6,2022-04-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,6,2022-07-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,6,2022-12-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,10,2021-01-19,CoronaVac,FUNDACAO BUTANTAN
430593,10,2021-02-01,CoronaVac,FUNDACAO BUTANTAN
430593,10,2021-02-25,CoronaVac,FUNDACAO BUTANTAN
430593,10,2021-03-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,10,2021-04-23,CoronaVac,FUNDACAO BUTANTAN
430593,10,2021-05-04,CoronaVac,FUNDACAO BUTANTAN
430593,10,2021-05-10,CoronaVac,FUNDACAO BUTANTAN
430593,10,2021-06-25,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-06-25,Janssen,JANSSEN PHARMACEUTICA NV
430593,10,2021-07-09,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-07-14,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-07-21,AstraZeneca,ASTRAZENECA AB
430593,10,2021-07-21,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-08-09,AstraZeneca,ASTRAZENECA AB
430593,10,2021-08-09,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,10,2021-08-10,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-08-13,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-08-16,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-08-23,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-08-24,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-09-03,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-09-08,CoronaVac,INSTITUTO BUTANTAN
430593,10,2021-12-14,Janssen,JANSSEN PHARMACEUTICA NV
430593,10,2022-01-27,CoronaVac,INSTITUTO BUTANTAN
430593,10,2022-02-01,CoronaVac,INSTITUTO BUTANTAN
430593,10,2022-02-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,10,2022-02-08,CoronaVac,INSTITUTO BUTANTAN
430593,10,2022-02-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,10,2022-03-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,10,2022-04-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,10,2022-04-12,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,10,2022-08-12,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,10,2022-09-09,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,10,2022-09-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,10,2023-01-23,CoronaVac,INSTITUTO BUTANTAN
430593,10,2023-02-06,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,10,2023-02-15,CoronaVac,INSTITUTO BUTANTAN
430593,12,2021-05-24,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGIVA
430593,12,2021-07-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2021-08-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2021-08-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2021-08-23,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2022-01-11,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2022-01-31,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2022-06-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2022-07-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2022-08-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2022-11-07,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2022-11-17,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2023-01-23,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2023-02-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2023-05-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2023-06-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,12,2023-08-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,15,2021-08-24,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,15,2021-09-22,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,15,2021-11-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,15,2021-12-09,Janssen,JANSSEN PHARMACEUTICA NV
430593,15,2022-02-15,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,15,2022-07-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,18,2021-06-18,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,18,2021-07-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,18,2021-08-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,18,2021-08-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,18,2021-09-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,18,2021-11-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,18,2022-10-21,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,18,2022-12-12,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,18,2023-04-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,20,2021-01-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,20,2021-05-14,CoronaVac,FUNDACAO BUTANTAN
430593,20,2021-07-05,Janssen,JANSSEN PHARMACEUTICA NV
430593,20,2021-07-29,CoronaVac,INSTITUTO BUTANTAN
430593,20,2021-09-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,20,2022-08-26,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,20,2024-02-23,CoronaVac,INSTITUTO BUTANTAN
430593,20,2024-02-23,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,22,2022-02-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,24,2021-07-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,24,2021-08-18,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,24,2021-09-14,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,24,2021-10-20,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,25,2021-06-11,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,25,2021-07-21,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,25,2021-09-21,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,25,2022-02-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,25,2022-03-14,Janssen,JANSSEN PHARMACEUTICA NV
430593,25,2022-04-04,Janssen,JANSSEN PHARMACEUTICA NV
430593,25,2022-08-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,26,2022-03-14,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,30,2021-03-26,CoronaVac,FUNDACAO BUTANTAN
430593,30,2021-06-11,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,30,2021-06-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,30,2021-07-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,30,2021-08-03,CoronaVac,INSTITUTO BUTANTAN
430593,30,2021-08-18,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,30,2021-08-27,CoronaVac,INSTITUTO BUTANTAN
430593,30,2021-08-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,30,2021-10-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,30,2021-11-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,30,2021-11-16,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,30,2022-03-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,30,2022-04-12,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,30,2022-11-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,35,2021-06-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,35,2021-08-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,36,2021-08-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,36,2021-11-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,36,2021-11-19,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,36,2022-12-23,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,40,2021-03-04,CoronaVac,FUNDACAO BUTANTAN
430593,40,2021-03-26,AstraZeneca,ASTRAZENECA AB
430593,40,2021-04-09,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,40,2021-04-09,CoronaVac,FUNDACAO BUTANTAN
430593,40,2021-04-12,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,40,2021-04-12,CoronaVac,FUNDACAO BUTANTAN
430593,40,2021-04-16,CoronaVac,FUNDACAO BUTANTAN
430593,40,2021-04-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,40,2021-06-16,AstraZeneca,ASTRAZENECA AB
430593,40,2021-10-07,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,42,2021-10-07,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,45,2021-05-27,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,45,2021-06-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,50,2021-02-08,CoronaVac,FUNDACAO BUTANTAN
430593,50,2021-02-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,50,2021-03-10,CoronaVac,FUNDACAO BUTANTAN
430593,50,2021-05-14,AstraZeneca,ASTRAZENECA AB
430593,50,2022-03-18,Janssen,JANSSEN PHARMACEUTICA NV
430593,50,2022-03-28,Janssen,JANSSEN PHARMACEUTICA NV
430593,50,2022-06-08,Janssen,JANSSEN PHARMACEUTICA NV
430593,52,2022-01-17,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,52,2022-01-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,54,2021-11-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,55,2021-05-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,60,2021-04-16,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,60,2021-04-30,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,60,2021-07-14,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,65,2021-10-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,66,2021-11-30,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,66,2023-12-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,70,2021-03-23,CoronaVac,FUNDACAO BUTANTAN
430593,70,2021-07-16,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,78,2021-10-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,80,2021-03-18,CoronaVac,FUNDACAO BUTANTAN
430593,80,2022-04-18,Janssen,JANSSEN PHARMACEUTICA NV
430593,84,2021-09-22,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,90,2022-01-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,96,2021-09-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,96,2021-10-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,105,2022-06-13,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,114,2022-01-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,120,2021-12-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430593,130,2021-04-02,CoronaVac,FUNDACAO BUTANTAN
430593,130,2021-07-01,AstraZeneca,FUNDACAO OSWALDO CRUZ
430593,130,2022-06-17,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,-186,2021-10-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,-10,2021-05-28,CoronaVac,FUNDACAO BUTANTAN
430595,-10,2021-09-24,CoronaVac,INSTITUTO BUTANTAN
430595,0,2021-11-18,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,6,2022-02-23,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,6,2022-04-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,6,2022-09-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,6,2022-09-23,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,6,2023-05-16,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,10,2021-04-02,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,10,2021-07-09,CoronaVac,INSTITUTO BUTANTAN
430595,10,2021-07-21,CoronaVac,INSTITUTO BUTANTAN
430595,10,2021-08-10,CoronaVac,INSTITUTO BUTANTAN
430595,10,2021-08-13,CoronaVac,INSTITUTO BUTANTAN
430595,10,2021-09-03,CoronaVac,INSTITUTO BUTANTAN
430595,10,2021-09-14,CoronaVac,INSTITUTO BUTANTAN
430595,10,2021-09-24,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,10,2022-07-22,CoronaVac,INSTITUTO BUTANTAN
430595,10,2023-01-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,10,2023-01-23,CoronaVac,INSTITUTO BUTANTAN
430595,10,2023-02-06,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,10,2023-02-15,CoronaVac,INSTITUTO BUTANTAN
430595,10,2023-03-28,CoronaVac,INSTITUTO BUTANTAN
430595,10,2023-04-25,CoronaVac,INSTITUTO BUTANTAN
430595,10,2023-07-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,10,2023-09-06,CoronaVac,INSTITUTO BUTANTAN
430595,10,2023-09-06,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,10,2024-01-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,10,2024-01-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,10,2024-02-01,CoronaVac,INSTITUTO BUTANTAN
430595,10,2024-02-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,10,2024-02-23,CoronaVac,INSTITUTO BUTANTAN
430595,12,2021-05-24,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGIVA
430595,12,2021-06-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,12,2021-07-21,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,12,2022-03-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,12,2022-07-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,12,2022-08-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,12,2022-08-26,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,12,2023-08-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,15,2021-09-27,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,15,2021-10-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,15,2022-01-17,Janssen,JANSSEN PHARMACEUTICA NV
430595,16,2023-05-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,16,2023-10-02,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,16,2023-12-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,18,2021-08-16,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,18,2022-10-21,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,18,2023-03-14,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,20,2021-01-19,CoronaVac,FUNDACAO BUTANTAN
430595,20,2021-03-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,20,2021-04-23,CoronaVac,FUNDACAO BUTANTAN
430595,20,2021-05-04,CoronaVac,FUNDACAO BUTANTAN
430595,20,2021-05-10,CoronaVac,FUNDACAO BUTANTAN
430595,20,2021-06-25,CoronaVac,INSTITUTO BUTANTAN
430595,20,2021-06-25,Janssen,JANSSEN PHARMACEUTICA NV
430595,20,2021-07-14,CoronaVac,INSTITUTO BUTANTAN
430595,20,2021-07-21,AstraZeneca,ASTRAZENECA AB
430595,20,2021-08-16,CoronaVac,INSTITUTO BUTANTAN
430595,20,2021-09-08,CoronaVac,INSTITUTO BUTANTAN
430595,20,2022-02-02,CoronaVac,INSTITUTO BUTANTAN
430595,20,2022-02-02,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,20,2022-02-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,20,2022-03-14,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,20,2022-03-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,20,2022-04-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,20,2022-04-12,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,20,2022-06-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,20,2022-08-12,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,20,2022-09-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,20,2022-09-29,CoronaVac,INSTITUTO BUTANTAN
430595,20,2022-10-21,CoronaVac,INSTITUTO BUTANTAN
430595,24,2021-05-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,24,2021-08-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,24,2021-08-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,24,2021-09-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,24,2023-02-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,26,2022-08-12,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,30,2021-01-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,30,2021-02-01,CoronaVac,FUNDACAO BUTANTAN
430595,30,2021-02-25,CoronaVac,FUNDACAO BUTANTAN
430595,30,2021-05-14,CoronaVac,FUNDACAO BUTANTAN
430595,30,2021-07-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,30,2021-08-09,AstraZeneca,ASTRAZENECA AB
430595,30,2021-08-24,CoronaVac,INSTITUTO BUTANTAN
430595,30,2021-12-14,Janssen,JANSSEN PHARMACEUTICA NV
430595,30,2022-01-27,CoronaVac,INSTITUTO BUTANTAN
430595,30,2022-02-08,CoronaVac,INSTITUTO BUTANTAN
430595,30,2022-09-09,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,30,2023-01-23,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,30,2023-02-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,30,2023-06-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,32,2023-04-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,32,2023-11-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,35,2021-08-09,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,35,2021-12-09,Janssen,JANSSEN PHARMACEUTICA NV
430595,38,2023-03-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,38,2023-04-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,40,2021-07-29,CoronaVac,INSTITUTO BUTANTAN
430595,40,2021-09-22,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,42,2021-07-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,42,2021-08-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,42,2021-08-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,42,2022-11-17,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,42,2022-12-12,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,48,2021-06-18,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,48,2021-07-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,48,2021-08-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,48,2022-12-23,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,48,2023-04-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,50,2021-08-24,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,50,2022-02-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,50,2022-04-12,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,50,2022-05-09,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,50,2022-05-09,Janssen,JANSSEN PHARMACEUTICA NV
430595,50,2022-05-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,50,2022-06-27,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,50,2022-07-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,55,2021-09-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,56,2022-10-07,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,60,2021-03-26,CoronaVac,FUNDACAO BUTANTAN
430595,60,2021-04-09,CoronaVac,FUNDACAO BUTANTAN
430595,60,2021-07-05,Janssen,JANSSEN PHARMACEUTICA NV
430595,60,2021-11-10,CoronaVac,INSTITUTO BUTANTAN
430595,60,2021-11-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,60,2022-02-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,60,2022-06-13,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,60,2022-06-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,60,2022-06-17,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,65,2021-09-21,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,66,2021-06-11,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,66,2021-06-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,66,2021-07-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,66,2021-09-14,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,70,2021-06-11,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,70,2021-07-21,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,70,2021-08-18,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,70,2022-07-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,70,2022-08-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,70,2022-08-26,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,78,2021-08-18,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,78,2021-10-07,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,78,2021-11-19,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,80,2021-03-26,AstraZeneca,ASTRAZENECA AB
430595,80,2021-04-09,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,80,2021-04-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,80,2021-06-16,AstraZeneca,ASTRAZENECA AB
430595,80,2021-08-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,80,2022-11-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,90,2021-04-16,CoronaVac,FUNDACAO BUTANTAN
430595,90,2021-06-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,90,2021-06-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,95,2021-10-07,AstraZeneca,FUNDACAO OSWALDO CRUZ
430595,96,2021-10-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,96,2021-11-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,96,2021-11-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430595,100,2022-06-17,AstraZeneca,FUNDACAO OSWALDO CRUZ
